STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
6193,1/28/19,17:45:00,2019,January,Monday,Based on Radio Run,APP,POM,801,SGT,801,O,P,PSB,1,CPW,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),DE,CALM,34,MALE,BLACK,6.1,150,THN,BRO,BLK,N/A,60,C,(null),MERMAID AVENUE && STILLWELL AVENUE,MERMAID AVENUE,989383,149489,(null),PBBS,BROOKLYN
6194,1/30/19,17:07:00,2019,January,Wednesday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL SALE OF MARIHUANA,1,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),Y,(null),(null),(null),N,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,CALM,19,MALE,BLACK,5.6,130,THN,BRO,BLK,(null),60,D,(null),2945 WEST 23 STREET,WEST 23 STREET,987060,148800,(null),PBBS,BROOKLYN
6195,2/4/19,10:40:00,2019,February,Monday,Based on Self Initiated,APP,POM,801,LT,801,O,H,Housing,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,1,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,Y,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,RESISTING,31,MALE,WHITE HISPANIC,5.11,200,MED,BRO,BLK,MUSIC EMBLEM ON RIGHT SIDE OF NECK,60,D,(null),2950 WEST 33 STREET,WEST 33 STREET,984419,148357,(null),PBBS,BROOKLYN
6196,2/6/19,19:30:00,2019,February,Wednesday,Based on C/W on Scene,APP,POM,871,LSA,871,S,T,Transit,1930,OTHER,40,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,26,MALE,WHITE,5.7,150,THN,BRO,BLK,(null),60,C,(null),STILLWELL AVENUE && SURF AVENUE,STILLWELL AVENUE,989472,148971,(null),PBBS,BROOKLYN
6197,2/8/19,9:40:00,2019,February,Friday,Based on Self Initiated,APP,POM,60,SGT,60,O,A,Trespass Affifavit Progra,3,ROBBERY,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CORDIAL,20,MALE,BLACK,5.6,140,THN,BRO,BLK,RED PANTS WITH DARK COLORED JACKET AND SNEAKERS,60,D,(null),2929 WEST 31 STREET,WEST 31 STREET,984993,148522,(null),PBBS,BROOKLYN
6198,2/9/19,7:50:00,2019,February,Saturday,Based on Radio Run,APP,POM,801,SGT,801,O,H,Housing,2,CPW,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,35,MALE,BLACK HISPANIC,5.9,220,MED,HAZ,BLK,BLACK HOODIE BLACK SWEATPANTS,60,D,(null),3222 BAY VIEW AVENUE,BAY VIEW AVENUE,984587,150610,(null),PBBS,BROOKLYN
6199,2/11/19,7:50:00,2019,February,Monday,Based on Radio Run,APP,POM,801,SGT,801,(null),P,PSB,1,CPW,20,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),Y,Y,Y,(null),(null),DE,NERVOUS AND ANGRY,29,MALE,BLACK,6.1,200,THN,BRO,BLK,RED AND BLUE JACKET WITH 2 BOOK BAGS,60,D,(null),NEPTUNE AVENUE && WEST 32 STREET,NEPTUNE AVENUE,984530,149632,(null),PBBS,BROOKLYN
6200,2/12/19,12:35:00,2019,February,Tuesday,Based on Radio Run,APP,POM,60,SGT,60,O,P,PSB,1,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,51,MALE,WHITE HISPANIC,5.4,130,THN,BRO,BLD,N/A,60,D,(null),SURF AVENUE && WEST 20 STREET,SURF AVENUE,987970,148726,(null),PBBS,BROOKLYN
6201,2/14/19,18:00:00,2019,February,Thursday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLE,N,(null),N,(null),S,V,N,Y,Y,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),DE,NERVOUSE,30,MALE,WHITE,5.8,150,THN,GRN,BLK,"BLACK OVER COAT, BLUE JEANS",60,B,(null),2780 86 STREET,86 STREET,989800,155531,(null),PBBS,BROOKLYN
6202,2/15/19,9:45:00,2019,February,Friday,Based on Self Initiated,APP,POM,60,SGT,60,(null),(null),(null),0,ROBBERY,9,Y,(null),Y,Y,ROBBERY,N,(null),N,(null),S,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),#N/A,#N/A,18,FEMALE,BLACK,5.6,185,HEA,BRO,BLK,NA,60,D,(null),MERMAID AVENUE && WEST 36 STREET,MERMAID AVENUE,983768,148674,(null),PBBS,BROOKLYN
6203,2/15/19,9:44:00,2019,February,Friday,Based on C/W on Scene,APP,POM,60,SGT,60,(null),P,PSB,1,ROBBERY,6,N,DUE TO,Y,Y,ROBBERY,N,(null),N,I,S,V,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),Y,Y,(null),(null),DE,COOPERATIVE,16,FEMALE,BLACK,5.4,110,THN,BRO,BLK,(null),60,D,(null),WEST 36 STREET && SURF AVENUE,WEST 36 STREET,983855,148073,(null),PBBS,BROOKLYN
6204,2/15/19,9:44:00,2019,February,Friday,Based on C/W on Scene,APP,POM,60,SGT,60,(null),P,PSB,1,ROBBERY,6,N,DUE TO,Y,Y,ROBBERY,N,(null),N,I,S,V,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),Y,Y,(null),(null),DE,COOPERATIVE,15,FEMALE,WHITE HISPANIC,5.5,150,MED,BRO,BLK,(null),60,D,(null),WEST 36 STREET && SURF AVENUE,WEST 36 STREET,983855,148073,(null),PBBS,BROOKLYN
6205,2/22/19,23:29:00,2019,February,Friday,Based on Radio Run,APP,POM,60,LT,60,O,H,Housing,6,MENACING,9,Y,(null),Y,Y,MENACING,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),DE,SURPRISED,53,MALE,BLACK,5.4,150,THN,BRO,BLD,(null),60,D,2L2,2929 WEST 31 STREET,WEST 31 STREET,984993,148522,(null),PBBS,BROOKLYN
6206,2/28/19,15:25:00,2019,February,Thursday,Based on Radio Run,APP,POM,60,SGT,60,I,P,PSB,0,OTHER,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,59,MALE,WHITE,5.8,210,MED,BRO,GRY,UNKNOWN,60,C,(null),1204 NEPTUNE AVENUE,NEPTUNE AVENUE,989816,150367,(null),PBBS,BROOKLYN
6207,2/14/19,10:05:00,2019,February,Thursday,Based on Self Initiated,APP,POM,60,SGT,60,O,P,PSB,5,GRAND LARCENY AUTO,35,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),N,(null),S,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),DE,CALM,28,MALE,WHITE,5.6,150,THN,BRO,BLK,(null),60,D,(null),3214 MERMAID AVENUE,MERMAID AVENUE,984578,148788,(null),PBBS,BROOKLYN
6208,2/15/19,13:15:00,2019,February,Friday,Based on C/W on Scene,APP,POM,60,SGT,60,I,P,PSB,1,BURGLARY,3,Y,(null),Y,Y,BURGLARY,N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,SCARED,51,FEMALE,WHITE HISPANIC,5.2,200,HEA,BRO,BLK,(null),60,D,2 FLOO,2311 MERMAID AVENUE,MERMAID AVENUE,986941,149138,(null),PBBS,BROOKLYN
6209,2/15/19,13:15:00,2019,February,Friday,Based on C/W on Scene,APP,POM,60,SGT,60,I,P,PSB,1,BURGLARY,3,Y,(null),Y,Y,BURGLARY,N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,SCARED,52,MALE,WHITE HISPANIC,5,120,THN,BRO,BLK,(null),60,D,2 FL,2311 MERMAID AVENUE,MERMAID AVENUE,986941,149138,(null),PBBS,BROOKLYN
6210,2/15/19,13:15:00,2019,February,Friday,Based on C/W on Scene,APP,POM,60,SGT,60,I,P,PSB,1,BURGLARY,3,Y,(null),Y,Y,BURGLARY,N,(null),N,(null),S,V,N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,SCARED,25,MALE,WHITE HISPANIC,5.11,165,MED,BRO,BRO,(null),60,D,2 FL,2311 MERMAID AVENUE,MERMAID AVENUE,986941,149138,(null),PBBS,BROOKLYN
6211,3/1/19,13:10:00,2019,March,Friday,Based on C/W on Scene,APP,POM,801,SGT,801,I,P,PSB,2,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),DE,CALM,29,MALE,BLACK,5.8,170,MED,BRO,BLK,"RED SNEAKERS, RED AND BLACK HOODIE, DARK PANTS",60,B,(null),1908 SHORE PARKWAY,SHORE PARKWAY,986133,154004,(null),PBBS,BROOKLYN
6212,3/1/19,13:10:00,2019,March,Friday,Based on C/W on Scene,APP,POM,801,SGT,801,I,(null),(null),0,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),DE,CALM,26,MALE,BLACK,5.7,170,MED,BRO,BLK,"RED SNEAKERS, BLACK AND RED JACKET",60,B,(null),1908 SHORE PARKWAY,SHORE PARKWAY,986133,154004,(null),PBBS,BROOKLYN
6213,3/3/19,20:34:00,2019,March,Sunday,Based on Self Initiated,APP,POM,801,SGT,801,(null),H,Housing,1,CRIMINAL TRESPASS,6,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,CALM,19,MALE,WHITE HISPANIC,5.8,159,(null),BRO,BRO,(null),60,D,(null),2703 WEST 33 STREET,WEST 33 STREET,984152,150263,(null),PBBS,BROOKLYN
6214,3/4/19,11:12:00,2019,March,Monday,Based on Radio Run,APP,POM,801,LT,801,O,H,Housing,2,ROBBERY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,76,MALE,ASIAN / PACIFIC ISLANDER,5.5,140,THN,BRO,BLK,BLACK JACKET BLUE JEANS,60,B,(null),STILLWELL AVENUE && AVENUE W,STILLWELL AVENUE,988637,154655,(null),PBBS,BROOKLYN
6215,3/4/19,10:45:00,2019,March,Monday,Based on Radio Run,APP,POM,801,SGT,801,O,H,Housing,1,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,50,MALE,ASIAN / PACIFIC ISLANDER,5.7,140,THN,BRO,BLK,BLACK JACKET BLUE JEANS,60,B,(null),STILLWELL AVENUE && AVENUE W,STILLWELL AVENUE,988637,154655,(null),PBBS,BROOKLYN
6216,3/4/19,14:49:00,2019,March,Monday,Based on Radio Run,APP,POM,60,SGT,60,O,P,PSB,1,PETIT LARCENY,9,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),DE,UPSET,30,MALE,BLACK,5.6,160,THN,BRO,BLK,(null),60,A,(null),BRIGHTON BEACH AVENUE && BRIGHTON 2 STREET,BRIGHTON BEACH AVENUE,993946,149432,(null),PBBS,BROOKLYN
6217,3/4/19,16:14:00,2019,March,Monday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,3,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),N,(null),S,V,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,COOPERATIVE,23,MALE,BLACK,6,175,THN,BRO,BLK,(null),60,D,(null),2945 WEST 23 STREET,WEST 23 STREET,987060,148800,(null),PBBS,BROOKLYN
6218,2/20/19,9:06:00,2019,February,Wednesday,Based on C/W on Scene,APP,POM,60,SGT,60,O,P,PSB,3,ASSAULT,6,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,AGITATED,30,MALE,BLACK,5.6,180,THN,BRO,BLK,(null),60,D,(null),WEST 33 STREET && MERMAID AVENUE,WEST 33 STREET,984357,148759,(null),PBBS,BROOKLYN
6219,3/6/19,7:06:00,2019,March,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,O,P,PSB,5,UNAUTHORIZED USE OF A VEHICLE,17,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),N,(null),S,V,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,21,MALE,BLACK,5.8,150,THN,BRO,BRO,RED SWEATER AND RED HOODIE WITH BLACK SWEAT PANTS,60,B,(null),HARWAY AVENUE && 26 AVENUE,HARWAY AVENUE,986926,154751,(null),PBBS,BROOKLYN
6220,3/8/19,22:00:00,2019,March,Friday,Based on Radio Run,APP,POM,801,SGT,801,O,P,PSB,1,CPW,6,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM AND COOPERATIVE,14,MALE,BLACK,6,150,THN,BRO,BLK,"BLACK SWEATER, BLACK BOOKBAG",60,D,(null),2950 WEST 24 STREET,WEST 24 STREET,986768,148695,(null),PBBS,BROOKLYN
6221,3/8/19,21:59:00,2019,March,Friday,Based on C/W on Scene,APP,POM,801,SGT,801,O,P,PSB,1,CPW,6,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM AND COOPERATIVE,14,MALE,BLACK,5.9,140,THN,BRO,BLK,"RED SWEATER, BLACK BOOKBAG",60,D,(null),2950 WEST 24 STREET,WEST 24 STREET,986768,148695,(null),PBBS,BROOKLYN
6222,3/6/19,13:25:00,2019,March,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,O,(null),(null),1,PETIT LARCENY,13,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,APPARENTLY NORMAL,52,MALE,WHITE HISPANIC,5.8,200,MED,HAZ,BRO,"GRAY SWEATER, RED HOODY & BLACK JACKET. HOLDING BOX.",60,B,(null),8651 26 AVENUE,26 AVENUE,988132,156269,(null),PBBS,BROOKLYN
6223,3/14/19,15:20:00,2019,March,Thursday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,4,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,N,Y,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),#N/A,#N/A,18,MALE,BLACK,5.9,150,THN,BRO,BLK,(null),60,D,(null),2946 WEST 23 STREET,WEST 23 STREET,987055,148794,(null),PBBS,BROOKLYN
6224,3/16/19,0:53:00,2019,March,Saturday,Based on Radio Run,APP,POM,801,SGT,801,O,H,Housing,1,CPW,16,Y,(null),N,N,(null),N,(null),N,(null),(null),V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,28,MALE,BLACK,5.5,135,THN,BRO,BLK,(null),60,B,(null),2369 WEST 11 STREET,WEST 11 STREET,989512,154281,(null),PBBS,BROOKLYN
6225,3/17/19,17:38:00,2019,March,Sunday,Based on Radio Run,APP,POM,61,SGT,61,O,P,PSB,0,GRAND LARCENY,5,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,(null),(null),(null),Y,Y,N,(,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,APP NORMAL,17,MALE,WHITE HISPANIC,5.4,120,THN,BRO,BLK,TATTOO OF A CLOCK ON HIS LEFT HAND,60,B,(null),WEST STREET && AVENUE Z,WEST STREET,992743,152886,(null),PBBS,BROOKLYN
6226,3/19/19,21:07:00,2019,March,Tuesday,Based on Radio Run,APP,POM,60,SGT,60,(null),P,PSB,1,CPW,24,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,UPSET,26,MALE,BLACK,5.7,160,MED,BRO,BLK,(null),60,B,(null),AVENUE X && WEST 11 STREET,AVENUE X,989549,154000,(null),PBBS,BROOKLYN
6227,3/24/19,20:50:00,2019,March,Sunday,Based on C/W on Scene,APP,POM,801,SGT,801,I,P,PSB,1,CPW,3,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,28,MALE,BLACK, ,165,MED,BRO,BLK,(null),60,D,(null),2950 WEST 24 STREET,WEST 24 STREET,986768,148695,(null),PBBS,BROOKLYN
6228,3/31/19,2:33:00,2019,March,Sunday,Based on Radio Run,APP,POM,60,SGT,60,S,T,Transit,0,ROBBERY,10,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),DE,ANGRY,24,MALE,BLACK HISPANIC,5.9,180,THN,BRO,BLK,(null),60,A,(null),BRIGHTON 6 STREET && BRIGHTON BEACH AVENUE,BRIGHTON 6 STREET,994961,149718,(null),PBBS,BROOKLYN
6229,3/27/19,12:57:00,2019,March,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,O,P,PSB,1,ROBBERY,7,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),DE,UPSET,57,MALE,BLACK,6.2,250,MED,BRO,GRY,(null),60,D,(null),MERMAID AVENUE && WEST 24 STREET,MERMAID AVENUE,986713,149102,(null),PBBS,BROOKLYN
6230,4/3/19,23:41:00,2019,April,Wednesday,Based on Self Initiated,APP,POM,60,SGT,60,O,(null),(null),2,BURGLARY,15,Y,(null),N,N,(null),Y,DISORD,N,(null),S,V,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),DE,RUNNING,22,MALE,WHITE HISPANIC,5.6,120,THN,BRO,BLK,(null),60,A,(null),OCEANVIEW AVENUE && BRIGHTON 4 STREET,OCEANVIEW AVENUE,994248,150292,(null),PBBS,BROOKLYN
6231,4/7/19,3:37:00,2019,April,Sunday,Based on Radio Run,APP,POM,60,SGT,60,O,P,PSB,3,ROBBERY,5,Y,(null),Y,N,(null),N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,ANNOYED,22,MALE,WHITE HISPANIC,5.8,170,MED,BRO,XXX,(null),60,C,(null),SHELL ROAD && SHORE PARKWAY,SHELL ROAD,990784,149362,(null),PBBS,BROOKLYN
6232,4/7/19,3:37:00,2019,April,Sunday,Based on Radio Run,APP,POM,60,SGT,60,(null),P,PSB,3,ROBBERY,5,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,20,MALE,WHITE HISPANIC,5.8,150,THN,ZZZ,BLK,N/A,60,C,(null),SHELL ROAD && SHORE PARKWAY,SHELL ROAD,990784,149362,(null),PBBS,BROOKLYN
